,Latitude,Longitude,Month,Probability
0,41.91827703556188,-87.68711441251779,7.000000000000007,6.453171330633722e-16
1,41.7096556381295,-87.60221967841727,8.000000000000007,8.326672684688674e-17
2,41.93614631755424,-87.69603679092702,9.000000000000007,4.0245584642661925e-16
3,41.74049089347079,-87.65633806357388,6.000000000000009,0.0017182130584197583
4,41.96004234920635,-87.79694858201059,7.999999999999998,0.9999999999999966
5,41.83766899637681,-87.69255237681159,10.000000000000007,0.007246376811594159
6,41.876745376,-87.740854664,9.0,0.9999999999999978
7,41.842640777168945,-87.69219490684931,8.000000000000005,8.673617379884035e-16
8,41.92095982341651,-87.69379874856047,6.000000000000009,4.2327252813834093e-16
9,41.711534160611855,-87.57748746080306,7.000000000000006,4.3021142204224816e-16
10,41.73564292021277,-87.63850959042553,7.999999999999998,0.9999999999999966
11,41.84332286904762,-87.68844375,5.0000000000000036,0.0
12,41.856700152173914,-87.73698465217392,7.0,1.0000000000000007
13,41.71156341877794,-87.60475896125186,9.000000000000009,6.106226635438361e-16
14,41.96608318785152,-87.78710312035996,8.000000000000004,7.771561172376096e-16
15,41.760299295950155,-87.70141422429907,7.000000000000007,5.828670879282072e-16
16,41.96767403757225,-87.8318752066474,7.000000000000007,6.314393452555578e-16
17,41.96848819230769,-87.84977972863247,6.000000000000009,3.2612801348363973e-16
18,41.808348940451744,-87.7051485359343,9.000000000000007,3.677613769070831e-16
19,41.96506846495327,-87.83653239018692,9.000000000000007,2.42861286636753e-16
